
List of user-set options:

                                    Name   Value                used
                        file_print_level = 5                     yes
                   hessian_approximation = limited-memory        yes
                           linear_solver = mumps                 yes
                                max_iter = 800                   yes
                      nlp_scaling_method = user-scaling          yes
                             output_file = /Users/marcello/Documents/zhaw/BAZL/DRACONIAN/Dymos/gemini_traj_v5_out/IPOPT.out  yes
                             print_level = 5                     yes
                      print_user_options = yes                   yes
                                      sb = yes                   yes
This is Ipopt version 3.14.19, running with linear solver MUMPS 5.8.2.

Number of nonzeros in equality constraint Jacobian...:    72669
Number of nonzeros in inequality constraint Jacobian.:        0
Number of nonzeros in Lagrangian Hessian.............:        0

Total number of variables............................:      373
                     variables with only lower bounds:       50
                variables with lower and upper bounds:      178
                     variables with only upper bounds:        0
Total number of equality constraints.................:      297
Total number of inequality constraints...............:        0
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:        0

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  12  1.3698112e+00 8.05e-01 1.20e+00  -2.3 2.38e+00    -  9.94e-01 1.00e+00h  1
  13  1.3390862e+00 7.65e-01 7.06e-01  -3.0 1.44e+00    -  1.00e+00 1.00e+00h  1
  14  1.3881833e+00 2.12e-01 8.50e-01  -2.6 1.75e+00    -  1.00e+00 1.00e+00H  1
  15  1.2836185e+00 1.99e-01 5.18e-01  -3.1 2.00e+00    -  1.00e+00 9.96e-01h  1
  16  1.1343207e+00 4.14e-01 3.89e-01  -2.9 4.83e+00    -  6.01e-01 1.00e+00h  1
  17  1.1316430e+00 2.03e+00 5.26e-01  -2.0 5.07e+00    -  6.81e-01 1.00e+00h  1
  18  1.1130148e+00 1.08e+00 6.24e-01  -2.2 2.81e+00    -  1.00e+00 1.00e+00h  1
  19  8.7147257e-01 1.35e+00 5.07e-01  -2.2 4.71e+00    -  1.00e+00 9.40e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  20  8.6477227e-01 1.38e+00 3.88e-01  -2.4 3.32e+00    -  1.00e+00 1.00e+00h  1
  21  8.5844919e-01 7.53e-01 5.64e-01  -4.0 2.27e+00    -  1.45e-01 9.98e-01h  1
  22  9.4153923e-01 5.54e-01 1.32e+00  -3.0 2.51e+00    -  1.06e-01 9.54e-01h  1
  23  9.7424530e-01 2.31e-01 4.77e-01  -3.0 1.46e+00    -  3.86e-01 1.00e+00h  1
  24  1.0204992e+00 1.07e-01 3.74e-01  -3.2 9.98e-01    -  1.00e+00 1.00e+00h  1
  25  9.7394686e-01 1.61e-01 4.67e-01  -3.6 1.01e+00    -  1.00e+00 1.00e+00h  1
  26  9.2190298e-01 5.20e-01 3.84e-01  -3.2 1.76e+00    -  9.95e-01 1.00e+00h  1
  27  9.1955379e-01 1.60e-01 4.53e-01  -3.5 1.59e+00    -  9.88e-01 1.00e+00h  1
  28  9.2724009e-01 1.90e-01 2.89e-01  -2.9 1.48e+00    -  8.74e-01 1.00e+00h  1
  29  8.4034489e-01 2.04e+00 6.96e-01  -2.5 2.73e+00    -  7.53e-01 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  30  8.3941964e-01 1.40e+00 7.00e-01  -2.7 1.92e+00    -  9.99e-01 1.00e+00h  1
  31  8.5061104e-01 1.01e+00 3.07e-01  -2.3 4.01e+00    -  1.00e+00 1.00e+00h  1
  32  8.2901531e-01 1.01e+00 3.62e-01  -2.4 2.99e+00    -  1.00e+00 9.06e-01h  1
  33  7.9751970e-01 1.29e+00 8.74e-01  -2.5 2.63e+00    -  6.98e-01 9.81e-01h  1
  34  8.6467899e-01 4.66e-01 5.65e-01  -2.9 2.45e+00    -  1.00e+00 1.00e+00h  1
  35  8.9386720e-01 3.53e-01 7.47e-01  -3.0 1.60e+00    -  7.82e-01 1.00e+00h  1
  36  8.5950003e-01 3.34e-01 5.31e-01  -3.4 1.15e+00    -  1.00e+00 1.00e+00h  1
  37  9.0019587e-01 2.63e-01 9.09e-01  -3.2 1.31e+00    -  1.00e+00 1.00e+00h  1
  38  9.1585305e-01 2.30e-01 5.88e-01  -3.4 7.37e-01    -  1.00e+00 1.00e+00h  1
  39  9.4525302e-01 6.50e-02 4.09e-01  -3.8 6.58e-01    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  40  9.4223419e-01 2.73e-02 2.30e-01  -4.5 5.63e-01    -  1.00e+00 1.00e+00h  1
  41  9.5238625e-01 2.17e-02 1.92e-01  -3.1 5.85e-01    -  7.79e-01 1.00e+00h  1
  42  9.4853216e-01 3.75e-02 1.44e-01  -3.6 2.03e-01    -  1.00e+00 9.91e-01h  1
  43  9.4571195e-01 3.22e-02 3.98e-01  -4.9 3.14e-01    -  1.00e+00 1.00e+00h  1
  44  9.4823009e-01 1.09e-02 1.25e-01  -4.6 1.84e-01    -  9.65e-01 9.80e-01h  1
  45  9.4807742e-01 5.74e-03 6.07e-02  -4.7 1.80e-01    -  1.00e+00 9.98e-01h  1
  46  9.4293648e-01 5.05e-02 2.23e-01  -4.4 8.65e-01    -  1.00e+00 1.00e+00h  1
  47  9.3853010e-01 1.06e-01 2.55e-01  -3.6 2.84e+00    -  1.00e+00 2.70e-01h  1
  48  9.2873886e-01 2.08e-01 2.44e-01  -3.3 1.54e+00    -  5.07e-01 1.00e+00h  1
  49  9.1040618e-01 2.11e-01 4.12e-01  -3.9 1.22e+00    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  50  9.0351276e-01 1.07e-01 2.12e-01  -3.5 7.16e-01    -  9.80e-01 6.05e-01h  1
  51  9.1898248e-01 8.25e-02 1.81e-01  -2.9 7.12e-01    -  4.98e-01 1.00e+00h  1
  52  9.2458994e-01 1.04e-01 2.17e-01  -4.4 3.93e-01    -  9.72e-01 1.00e+00H  1
  53  9.1312931e-01 1.05e-01 4.20e-01  -3.2 5.81e-01    -  1.00e+00 1.00e+00h  1
  54  9.1779226e-01 4.69e-02 3.38e-01  -4.1 3.43e-01    -  1.00e+00 1.00e+00h  1
  55  9.0306372e-01 5.75e-02 6.83e-01  -3.3 5.97e-01    -  1.00e+00 9.74e-01h  1
  56  9.0875076e-01 3.75e-02 3.95e-01  -4.5 2.60e-01    -  1.00e+00 1.00e+00h  1
  57  9.1000500e-01 6.27e-03 2.71e-01  -3.8 2.55e-01    -  1.00e+00 1.00e+00h  1
  58  9.0759835e-01 1.74e-02 2.43e-01  -3.9 4.18e-01    -  1.00e+00 9.78e-01h  1
  59  9.0059654e-01 1.97e-02 1.84e-01  -3.7 9.28e-01    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  60  8.9710958e-01 2.71e-02 1.55e-01  -3.4 6.81e-01    -  1.00e+00 1.00e+00h  1
  61  8.9315634e-01 4.14e-02 1.44e-01  -4.1 3.74e-01    -  1.00e+00 9.99e-01h  1
  62  8.9579476e-01 3.12e-02 9.74e-02  -4.1 2.20e-01    -  1.00e+00 1.00e+00h  1
  63  8.9872259e-01 5.57e-03 6.99e-02  -4.8 1.62e-01    -  1.00e+00 1.00e+00h  1
  64  9.0097393e-01 1.63e-02 1.43e-01  -3.4 3.99e-01    -  6.60e-01 1.00e+00h  1
  65  8.9793890e-01 7.67e-03 3.79e-02  -3.6 2.06e-01    -  1.00e+00 9.88e-01h  1
  66  8.9637923e-01 6.38e-03 7.13e-02  -4.6 2.60e-01    -  1.00e+00 9.86e-01h  1
  67  8.9656715e-01 6.60e-03 7.23e-02  -4.0 1.70e-01    -  1.00e+00 1.00e+00h  1
  68  8.9768274e-01 2.61e-03 3.51e-02  -4.5 9.41e-02    -  1.00e+00 9.93e-01h  1
  69  8.9720264e-01 2.13e-03 3.16e-02  -4.6 9.81e-02    -  1.00e+00 9.86e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  70  8.9720727e-01 8.86e-04 2.77e-02  -5.8 6.57e-02    -  1.00e+00 1.00e+00h  1
  71  8.9808899e-01 1.88e-03 7.11e-02  -3.8 1.67e-01    -  7.76e-01 1.00e+00h  1
  72  8.9649633e-01 8.39e-03 5.43e-02  -4.0 2.89e-01    -  7.78e-01 9.42e-01h  1
  73  8.9591690e-01 5.86e-03 3.79e-02  -4.6 2.22e-01    -  1.00e+00 1.00e+00h  1
  74  8.9628607e-01 1.30e-03 2.02e-02  -5.1 8.62e-02    -  1.00e+00 1.00e+00h  1
  75  8.9529787e-01 2.11e-03 2.10e-02  -5.1 1.42e-01    -  1.00e+00 9.96e-01h  1
  76  8.9553131e-01 1.63e-03 8.57e-03  -4.9 1.11e-01    -  1.00e+00 1.00e+00h  1
  77  8.9557554e-01 1.13e-03 2.93e-02  -4.6 2.45e-01    -  1.00e+00 1.00e+00h  1
  78  8.9535314e-01 1.22e-03 4.43e-02  -4.7 8.28e-01    -  7.95e-01 1.46e-01h  1
  79  8.9283077e-01 1.51e-02 1.29e-01  -6.8 1.81e+00    -  4.97e-01 7.63e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  80  8.8867563e-01 9.91e-02 2.13e-01  -5.1 4.16e+00    -  1.00e+00 4.23e-01h  1
  81  8.8225804e-01 5.95e-02 1.65e-01  -4.5 1.87e+00    -  1.00e+00 6.02e-01h  1
  82  8.7448703e-01 4.74e-02 1.16e-01 -10.5 1.68e+00    -  7.52e-01 4.41e-01h  1
  83  8.8340500e-01 3.30e-02 7.53e-02  -4.9 3.54e-01    -  1.00e+00 1.00e+00h  1
  84  8.8641821e-01 1.07e-02 7.64e-02  -3.6 6.99e-01    -  1.00e+00 1.00e+00h  1
  85  8.9166816e-01 2.66e-02 1.26e-01  -3.1 1.83e+00    -  1.00e+00 1.00e+00h  1
  86  8.7583218e-01 1.59e-01 3.45e-01  -3.2 6.16e+00    -  8.22e-01 1.00e+00h  1
  87  8.3015289e-01 5.15e-01 3.03e-01  -3.2 1.25e+01    -  5.82e-01 6.34e-01h  1
  88  7.5579418e-01 7.19e-01 2.16e-01  -3.2 5.43e+00    -  7.69e-01 4.53e-01h  1
  89  7.6405645e-01 6.36e-01 2.01e-01  -3.6 4.80e+00    -  7.08e-01 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  90  7.8039201e-01 3.98e-01 2.58e-01  -2.9 1.93e+00    -  6.72e-01 5.00e-01h  2
  91  8.4411537e-01 2.25e-01 2.09e-01  -2.8 1.28e+00    -  5.53e-01 1.00e+00h  1
  92  8.6161042e-01 9.37e-02 1.31e-01  -3.3 1.16e+00    -  1.00e+00 1.00e+00h  1
  93  8.8003975e-01 7.27e-02 1.49e-01  -3.1 6.18e-01    -  1.00e+00 1.00e+00h  1
  94  8.8952547e-01 1.15e-02 8.58e-02  -3.2 2.09e-01    -  1.00e+00 1.00e+00h  1
  95  8.8481812e-01 4.23e-02 2.42e-01  -4.6 3.39e-01    -  1.00e+00 1.00e+00h  1
  96  8.8677208e-01 2.00e-02 6.55e-02  -4.3 1.35e-01    -  1.00e+00 1.00e+00h  1
  97  8.8337796e-01 1.67e-02 1.41e-01  -4.7 2.79e-01    -  1.00e+00 1.00e+00h  1
  98  8.8136994e-01 2.77e-02 1.36e-01  -5.6 4.89e-01    -  1.00e+00 1.00e+00h  1
  99  8.7397354e-01 7.19e-02 1.87e-01  -5.3 9.74e-01    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 100  8.7041416e-01 3.25e-02 7.79e-02  -4.8 5.32e-01    -  1.00e+00 1.00e+00h  1
 101  8.7738449e-01 7.80e-03 4.99e-02  -4.3 1.80e-01    -  1.00e+00 1.00e+00h  1
 102  8.8027367e-01 2.36e-03 2.59e-02  -5.3 1.14e-01    -  1.00e+00 1.00e+00h  1
 103  8.8134180e-01 1.30e-03 8.05e-02  -6.1 1.35e-01    -  1.00e+00 1.00e+00H  1
 104  8.8054434e-01 3.01e-03 3.37e-02  -7.2 1.10e-01    -  1.00e+00 1.00e+00h  1
 105  8.8045596e-01 1.19e-03 3.21e-02  -8.3 8.85e-02    -  1.00e+00 1.00e+00h  1
 106  8.8038639e-01 1.10e-03 4.60e-02  -8.9 1.15e-01    -  1.00e+00 1.00e+00h  1
 107  8.7987724e-01 4.50e-03 8.33e-02  -6.9 6.23e-01    -  1.00e+00 5.47e-01h  1
 108  8.7618724e-01 2.21e-01 2.19e-01  -6.1 2.70e+00    -  1.00e+00 1.00e+00h  1
 109  8.6707757e-01 1.00e-01 1.75e-01  -6.2 7.63e-01    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 110  8.6741149e-01 6.61e-02 1.20e-01  -4.2 1.02e+00    -  3.93e-01 1.00e+00h  1
 111  8.7335354e-01 2.79e-02 1.58e-01  -5.3 8.15e-01    -  1.00e+00 1.00e+00h  1
 112  8.7551780e-01 1.44e-02 1.54e-01  -5.0 2.80e-01    -  1.00e+00 1.00e+00h  1
 113  8.7847577e-01 5.72e-03 1.70e-01  -4.5 1.59e-01    -  1.00e+00 1.00e+00h  1
 114  8.7908204e-01 1.98e-03 9.36e-02  -5.4 9.11e-02    -  1.00e+00 1.00e+00h  1
 115  8.7882197e-01 3.88e-03 6.91e-02  -5.9 1.43e-01    -  1.00e+00 1.00e+00h  1
 116  8.7897104e-01 1.25e-03 4.61e-02  -5.6 4.04e-02    -  1.00e+00 1.00e+00h  1
 117  8.7871006e-01 2.48e-03 5.59e-02  -5.7 9.73e-02    -  1.00e+00 1.00e+00h  1
 118  8.7797500e-01 7.79e-03 1.01e-01  -5.1 2.90e-01    -  1.00e+00 1.00e+00h  1
 119  8.7789382e-01 4.47e-03 5.97e-02  -5.6 1.72e-01    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 120  8.7835388e-01 5.84e-04 2.77e-02  -6.5 5.20e-02    -  1.00e+00 1.00e+00h  1
 121  8.7840671e-01 7.77e-05 2.51e-02  -8.2 3.95e-02    -  1.00e+00 1.00e+00h  1
 122  8.7839822e-01 6.37e-05 4.86e-03  -6.4 3.12e-02    -  1.00e+00 9.98e-01h  1
 123  8.7811787e-01 2.94e-03 5.26e-02  -7.4 2.69e-01    -  1.00e+00 1.00e+00h  1
 124  8.7767939e-01 1.32e-03 4.85e-02  -8.8 1.81e-01    -  1.00e+00 1.00e+00h  1
 125  8.7740484e-01 1.42e-03 1.64e-02 -10.1 1.17e-01    -  1.00e+00 1.00e+00h  1
 126  8.7780291e-01 5.18e-04 1.61e-02 -10.9 9.75e-02    -  1.00e+00 1.00e+00h  1
 127  8.7778552e-01 2.99e-03 5.42e-02  -9.4 1.75e-01    -  1.00e+00 1.00e+00h  1
 128  8.7729045e-01 6.66e-03 5.36e-02 -10.7 5.37e-01    -  1.00e+00 1.00e+00h  1
 129  8.7335714e-01 2.63e-02 2.96e-01 -11.0 1.97e+00    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 130  8.6133669e-01 4.02e-02 1.44e-01 -11.0 5.97e-01    -  8.24e-01 1.00e+00h  1
 131  8.6312598e-01 3.48e-02 5.40e-02 -11.0 5.62e-01    -  1.00e+00 1.00e+00h  1
 132  8.7320461e-01 1.03e-02 1.15e-01 -11.0 2.75e-01    -  1.00e+00 1.00e+00h  1
 133  8.7558808e-01 2.92e-03 2.01e-02  -6.4 1.47e-01    -  1.00e+00 1.00e+00h  1
 134  8.7666299e-01 6.06e-04 1.97e-02  -6.7 7.59e-02    -  1.00e+00 1.00e+00h  1
 135  8.7684511e-01 8.45e-05 1.41e-02  -8.3 5.32e-02    -  1.00e+00 1.00e+00h  1
 136  8.7657414e-01 1.12e-03 2.16e-02  -6.3 2.39e-01    -  1.00e+00 9.48e-01h  1
 137  8.7630359e-01 1.01e-02 7.61e-02  -6.5 1.73e-01    -  1.00e+00 1.00e+00h  1
 138  8.7604572e-01 5.97e-03 2.09e-02  -6.6 1.20e-01    -  1.00e+00 1.00e+00h  1
 139  8.7645071e-01 4.88e-04 1.18e-02  -5.6 5.71e-02    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 140  8.7654938e-01 1.15e-04 6.71e-03  -6.2 8.73e-02    -  1.00e+00 1.00e+00h  1
 141  8.7637732e-01 1.02e-03 1.91e-02  -7.2 3.43e-01    -  1.00e+00 1.00e+00h  1
 142  8.7437701e-01 5.32e-02 1.51e-01  -7.8 3.07e+00    -  1.00e+00 1.00e+00h  1
 143  8.7331409e-01 5.49e-02 1.87e-01  -7.9 3.15e+01    -  1.00e+00 4.14e-02h  1
 144  8.5666965e-01 4.73e-01 1.70e-01  -7.9 9.98e+01    -  1.91e-01 1.64e-01h  1
 145  8.4533606e-01 4.71e-01 2.31e-01  -7.9 8.80e+01    -  2.09e-02 7.91e-02h  1
 146  7.7007606e-01 5.59e-01 3.38e-01  -7.9 2.12e+02    -  1.41e-04 5.24e-02h  1
 147  7.5452322e-01 5.48e-01 3.27e-01  -7.9 4.25e+01    -  4.19e-02 2.32e-02h  1
 148  7.5624047e-01 5.29e-01 3.37e-01  -8.0 1.30e+01    -  7.89e-01 3.38e-02h  1
 149  7.5619209e-01 5.29e-01 3.37e-01  -6.7 7.04e+01    -  1.00e+00 2.32e-04h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 150  7.3725085e-01 5.92e-01 2.69e-01  -6.7 1.64e+02    -  7.38e-03 4.78e-02h  1
 151  7.1683521e-01 6.26e-01 2.03e-01  -7.8 3.78e+02    -  1.66e-02 1.44e-02h  1
 152  7.1320679e-01 6.01e-01 1.79e-01  -4.1 3.81e+01    -  8.35e-01 5.17e-02h  1
 153  7.6359844e-01 5.19e-01 4.08e-01  -3.1 9.55e+00    -  1.31e-01 2.57e-01H  1
 154  7.1690598e-01 1.09e+00 2.66e-01  -3.8 2.57e+01    -  2.89e-01 2.58e-01h  1
 155  7.5857931e-01 1.46e+00 1.97e-01  -3.8 3.18e+00    -  1.99e-01 9.50e-01h  1
 156  7.4860214e-01 8.21e-01 2.17e-01  -3.8 5.62e+00    -  5.68e-01 5.23e-01h  1
 157  7.1763205e-01 1.36e+00 3.30e-01  -3.1 1.25e+01    -  4.37e-01 6.69e-01f  1
 158  7.0495038e-01 1.09e+00 3.01e-01  -3.4 1.58e+01    -  4.18e-01 2.76e-01h  1
 159  6.9149616e-01 7.32e+00 2.38e-01  -3.0 1.62e+01    -  3.64e-01 9.80e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 160  7.1676844e-01 3.05e+00 1.86e-01  -2.8 5.49e+00    -  4.85e-01 1.00e+00h  1
 161  7.0759287e-01 1.79e+00 1.70e-01  -3.0 5.19e+00    -  6.74e-01 1.00e+00h  1
 162  7.0452413e-01 2.46e+00 1.97e-01  -3.0 5.59e+00    -  1.00e+00 1.00e+00h  1
 163  7.0011743e-01 1.31e+00 2.05e-01  -3.5 2.02e+00    -  1.00e+00 1.00e+00h  1
 164  7.3666650e-01 2.34e+00 3.57e-01  -2.5 2.64e+00    -  6.73e-01 1.00e+00h  1
 165  7.5810573e-01 1.03e+00 2.14e-01  -2.8 1.60e+00    -  1.00e+00 1.00e+00h  1
 166  7.5975149e-01 8.91e-01 1.70e-01  -3.2 2.80e+00    -  3.97e-01 2.50e-01h  3
 167  8.1544363e-01 6.09e-01 1.59e-01  -2.4 2.01e+00    -  3.84e-01 5.00e-01h  2
 168  9.5024159e-01 1.01e-01 3.18e-01  -2.3 2.51e+00    -  7.03e-01 1.00e+00h  1
 169  9.3553587e-01 1.67e-01 2.30e-01  -2.4 1.05e+00    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 170  9.3674271e-01 7.66e-02 3.48e-01  -2.4 5.70e-01    -  1.00e+00 1.00e+00h  1
 171  9.4772839e-01 1.47e-02 1.94e-01  -2.4 6.85e-01    -  1.00e+00 1.00e+00h  1
 172  9.4336599e-01 6.04e-02 1.61e-01  -2.4 5.27e-01    -  1.00e+00 1.00e+00h  1
 173  9.4712429e-01 6.56e-02 2.11e-01  -2.4 4.82e-01    -  1.00e+00 1.00e+00h  1
 174  9.4451692e-01 2.41e-02 1.48e-01  -2.4 3.90e-01    -  1.00e+00 1.00e+00h  1
 175  9.4932557e-01 1.41e-02 1.49e-01  -2.4 3.50e-01    -  1.00e+00 1.00e+00H  1
 176  9.4782977e-01 1.31e-02 6.31e-02  -2.4 1.52e-01    -  1.00e+00 1.00e+00h  1
 177  9.4636941e-01 6.41e-02 1.06e-01  -2.4 9.86e-01    -  1.00e+00 5.00e-01h  2
 178  9.4608642e-01 3.73e-02 1.17e-01  -2.4 4.46e-01    -  1.00e+00 1.00e+00h  1
 179  9.4678508e-01 1.85e-02 6.90e-02  -2.4 5.18e-01    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 180  9.4416244e-01 5.06e-02 1.40e-01  -2.4 6.97e-01    -  1.00e+00 1.00e+00h  1
 181  9.4531387e-01 1.93e-02 1.42e-01  -2.4 4.08e-01    -  1.00e+00 1.00e+00h  1
 182  9.4712920e-01 5.36e-02 1.63e-01  -2.4 5.61e-01    -  1.00e+00 1.00e+00h  1
 183  9.4978463e-01 1.37e-02 9.38e-02  -2.4 3.38e-01    -  1.00e+00 1.00e+00h  1
 184  9.5010314e-01 1.94e-02 1.30e-01  -2.4 5.74e-01    -  1.00e+00 1.00e+00h  1
 185  9.5131325e-01 3.62e-02 1.42e-01  -2.4 8.89e-01    -  1.00e+00 1.00e+00h  1
 186  9.3610942e-01 3.04e-01 3.31e-01  -2.4 2.83e+00    -  1.00e+00 1.00e+00h  1
 187  9.0301142e-01 3.00e-01 2.19e-01  -2.4 1.19e+00    -  1.00e+00 1.00e+00h  1
 188  9.1865523e-01 1.35e-01 1.53e-01  -2.4 9.79e-01    -  1.00e+00 1.00e+00h  1
 189  9.3571948e-01 6.66e-02 1.29e-01  -2.4 4.32e-01    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 190  9.4802459e-01 6.28e-03 6.06e-02  -2.4 3.21e-01    -  1.00e+00 1.00e+00h  1
 191  9.4754279e-01 2.96e-02 9.58e-02  -2.4 8.40e-01    -  1.00e+00 1.00e+00h  1
 192  9.5961315e-01 3.33e-03 1.34e-01  -2.4 1.70e+00    -  1.00e+00 1.00e+00H  1
 193  9.4143584e-01 3.79e-02 1.41e-01  -2.4 8.33e-01    -  1.00e+00 1.00e+00h  1
 194  9.4393128e-01 3.16e-02 7.73e-02  -2.4 4.38e-01    -  1.00e+00 1.00e+00h  1
 195  9.4930329e-01 6.22e-03 8.62e-02  -2.4 4.34e-01    -  1.00e+00 1.00e+00h  1
 196  9.5257499e-01 3.04e-03 2.32e-01  -2.4 1.45e+00    -  1.00e+00 1.00e+00H  1
 197  9.8593390e-01 1.87e-03 1.21e-01  -2.4 4.76e+00    -  1.00e+00 1.00e+00H  1
 198  9.0537476e-01 8.10e-01 1.76e-01  -2.4 6.21e+00    -  1.00e+00 1.00e+00h  1
 199  7.8884793e-01 1.45e+00 2.75e-01  -2.4 3.66e+00    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 200  8.2299536e-01 5.49e-01 2.40e-01  -2.4 2.27e+00    -  1.00e+00 1.00e+00h  1
 201  8.6699952e-01 3.11e-01 4.46e-01  -2.4 1.47e+00    -  1.00e+00 1.00e+00h  1
 202  8.9840575e-01 1.35e-01 2.87e-01  -2.4 1.24e+00    -  1.00e+00 1.00e+00h  1
 203  9.3767968e-01 3.49e-02 1.53e-01  -2.4 7.17e-01    -  1.00e+00 1.00e+00h  1
 204  9.3657835e-01 6.87e-02 3.65e-01  -2.4 3.45e-01    -  1.00e+00 1.00e+00h  1
 205  9.4241305e-01 4.83e-02 1.41e-01  -2.4 2.67e-01    -  1.00e+00 1.00e+00h  1
 206  9.4458207e-01 2.09e-02 7.91e-02  -2.4 2.27e-01    -  1.00e+00 1.00e+00H  1
 207  9.4269716e-01 5.86e-03 7.54e-02  -2.4 2.22e-01    -  1.00e+00 1.00e+00h  1
 208  9.4311540e-01 2.70e-03 9.86e-02  -2.4 1.17e-01    -  1.00e+00 1.00e+00h  1
 209  9.4297571e-01 1.64e-03 8.23e-02  -2.4 1.67e-01    -  1.00e+00 1.00e+00h  1
